一,親譲
くわ,）
）,しい
しい,事
事,は
は,聞
聞,くひまがなかった
くひまがなかった,。
。,それからうちへ
それからうちへ,帰
帰,ってくると
ってくると,、
、,宿
宿,の
の,亭主
亭主,（
（,ていしゅ
ていしゅ,）
）,がお
がお,茶
茶,を
を,入
入,れましょうと
れましょうと,云
云,ってやって
ってやって,来
来,る
る,。
。,お
お,茶
茶,を
を,入
入,れると
れると,云
云,うからご
うからご,馳走
馳走,（
（,ちそう
ちそう,）
）,をするのかと
をするのかと,思
思,うと
うと,、
、,おれの
おれの,茶
茶,を
を,遠慮
遠慮,（
（,えんりょ
えんりょ,）
）,なく
なく,入
入,れて
れて,自分
自分,が
が,飲
飲,むのだ
むのだ,。
。,この
この,様子
様子,では
では,留守中
留守中,（
（,るすちゅう
るすちゅう,）
）,も
も,勝手
勝手,にお
にお,茶
茶,を
を,入
入,れましょうを
れましょうを,一人
一人,（
（,ひとり
ひとり,）
）,で
で,履行
履行,（
（,りこう
りこう,）
）,しているかも
しているかも,知
知,れない
れない,。
。,亭主
亭主,が
が,云
云,うには
うには,手前
手前,は
は,書画骨董
書画骨董,（
（,しょがこっとう
しょがこっとう,）
）,がすきで
がすきで,、
、,とうとうこんな
とうとうこんな,商買
商買,を
を,内
内,々
々,で
で,始
始,めるようになりました
めるようになりました,。
。,あなたもお
あなたもお,見受
見受,け
け,申
申,すところ
すところ,大分
大分,ご
ご,風流
風流,でいらっしゃるらしい
でいらっしゃるらしい,。
。,ちと
ちと,道楽
道楽,にお
にお,始
始,めなすってはいかがですと
めなすってはいかがですと,、
、,飛
飛,んでもない
んでもない,勧誘
勧誘,（
（,かんゆう
かんゆう,）
）,をやる
をやる,。
。,二年前
二年前,ある
ある,人
人,の
の,使
使,（
（,つかい
つかい,）
）,に
に,帝国
帝国,（
（,ていこく
ていこく,）
）,ホテル
ホテル,へ
へ,行
行,った
った,時
時,は
は,錠前
錠前,（
（,じょうまえ
じょうまえ,）
）,直
直,しと
しと,間違
間違,（
（,まちが
まちが,）
）,えられた
えられた,事
事,がある
がある,。
。,ケット
ケット,を
を,被
被,（
（,かぶ
かぶ,）
）,って
って,、
、,鎌倉
鎌倉,（
（,かまくら
かまくら,）
）,の
の,大仏
大仏,を
を,見物
見物,した
した,時
時,は
は,車屋
車屋,から
から,親方
親方,と
と,云
云,われた
われた,。
。,その
その,外今日
外今日,（
（,こんにち
こんにち,）
）,まで
まで,見損
見損,（
（,みそくな
みそくな,）
）,われた
われた,事
事,は
は,随分
随分,あるが
あるが,、
、,まだおれをつらまえて
まだおれをつらまえて,大分
大分,ご
ご,風流
風流,でいらっしゃると
でいらっしゃると,云
云,ったものはない
ったものはない,。
。,大抵
大抵,（
（,たいてい
たいてい,）
）,はなりや
はなりや,様子
様子,でも
でも,分
分,る
る,。
。,風流人
風流人,なんていうものは
なんていうものは,、
、,画
画,（
（,え
え,）
）,を
を,見
見,ても
ても,、
、,頭巾
頭巾,（
（,ずきん
ずきん,）
）,を
を,被
被,（
（,かぶ
かぶ,）
）,るか
るか,短冊
短冊,（
（,たんざく
たんざく,）
）,を
を,持
持,ってるものだ
ってるものだ,。
。,このおれを
このおれを,風流人
風流人,だなどと
だなどと,真面目
真面目,に
に,云
云,うのはただの
うのはただの,曲者
曲者,（
（,くせもの
くせもの,）
）,じゃない
じゃない,。
。,おれはそんな
おれはそんな,呑気
呑気,（
（,のんき
のんき,）
）,な
な,隠居
隠居,（
（,いんきょ
いんきょ,）
）,のやるような
のやるような,事
事,は
は,嫌
嫌,（
（,きら
きら,）
）,いだと
いだと,云
云,ったら
ったら,、
、,亭主
亭主,はへへへへと
はへへへへと,笑
笑,いながら
いながら,、
、,いえ
いえ,始
始,めから
めから,好
好,きなものは
きなものは,、
、,どなたもございませんが
どなたもございませんが,、
、,いったんこの
いったんこの,道
道,にはいるとなかなか
にはいるとなかなか,出
出,られませんと
られませんと,一人
一人,で
で,茶
茶,を
を,注
注,いで
いで,妙
妙,な
な,手付
手付,（
（,てつき
てつき,）
）,をして
をして,飲
飲,んでいる
んでいる,。
。,実
実,はゆうべ
はゆうべ,茶
茶,を
を,買
買,ってくれと
ってくれと,頼
頼,（
（,たの
たの,）
）,んでおいたのだが
んでおいたのだが,、
、,こんな
こんな,苦
苦,い
い,濃
濃,（
（,こ
こ,）
）,い
い,茶
茶,はいやだ
はいやだ,。
。,一杯
一杯,（
（,ぱい
ぱい,）
）,飲
飲,むと
むと,胃
胃,に
に,答
答,えるような
えるような,気
気,がする
がする,。
。,今度
今度,からもっと
からもっと,苦
苦,くないのを
くないのを,買
買,ってくれと
ってくれと,云
云,ったら
ったら,、
、,かしこまりましたとまた
かしこまりましたとまた,一杯
一杯,しぼって
しぼって,飲
飲,んだ
んだ,。
。,人
人,の
の,茶
茶,だと
だと,思
思,って
って,無暗
無暗,（
（,むやみ
むやみ,）
）,に
に,飲
飲,む
む,奴
奴,（
（,やつ
やつ,）
）,だ
だ,。
。,主人
主人,が
が,引
引,き
き,下
下,がってから
がってから,、
、,明日
明日,の
の,下読
下読,（
（,したよみ
したよみ,）
）,をしてすぐ
をしてすぐ,寝
寝,（
（,ね
ね,）
）,てしまった
てしまった,。
。,それから
それから,毎日毎日学校
毎日毎日学校,へ
へ,出
出,ては
ては,規則通
規則通,り
り,働
働,く
く,、
、,毎日毎日帰
毎日毎日帰,って
って,来
来,ると
ると,主人
主人,がお
がお,茶
茶,を
を,入
入,れましょうと
れましょうと,出
出,てくる
てくる,。
。,一週間
一週間,ばかりしたら
ばかりしたら,学校
学校,の
の,様子
様子,もひと
もひと,通
通,りは
りは,飲
飲,み
み,込
込,めたし
めたし,、
、,宿
宿,の
の,夫婦
夫婦,の
の,人物
人物,も
も,大概
大概,（
（,たいがい
たいがい,）
）,は
は,分
分,った
った,。
。,ほかの
ほかの,教師
教師,に
に,聞
聞,いてみると
いてみると,辞令
辞令,を
を,受
受,けて
けて,一週間
一週間,から
から,一
一,ヶ
ヶ,月
月,ぐらいの
ぐらいの,間
間,は
は,自分
自分,の
の,評判
評判,がいいだろうか
がいいだろうか,、
、,悪
悪,（
（,わ
わ,）
）,るいだろうか
るいだろうか,非常
非常,に
に,気
気,に
に,掛
掛,（
（,か
か,）
）,かるそうであるが
かるそうであるが,、
、,おれは
おれは,一向
一向,そんな
そんな,感
感,じはなかった
じはなかった,。
。,教場
教場,で
で,折
折,々
々,しくじるとその
しくじるとその,時
時,だけはやな
だけはやな,心持
心持,ちだが
ちだが,三十分
三十分,ばかり
ばかり,立
立,つと
つと,奇麗
奇麗,（
（,きれい
きれい,）
）,に
に,消
消,えてしまう
えてしまう,。
。,おれは
おれは,何事
何事,によらず
によらず,長
長,く
く,心配
心配,しようと
しようと,思
思,っても
っても,心配
心配,が
が,出来
出来,ない
ない,男
男,だ
だ,。
。,教場
教場,のしくじりが
のしくじりが,生徒
生徒,にどんな
にどんな,影響
影響,（
（,えいきょう
えいきょう,）
）,を
を,与
与,（
（,あた
あた,）
）,えて
えて,、
、,その
その,影響
影響,が
が,校長
校長,や
や,教頭
教頭,にどんな
にどんな,反応
反応,を
を,呈
呈,（
（,てい
てい,）
）,するかまるで
するかまるで,無頓着
無頓着,（
（,むとんじゃく
むとんじゃく,）
）,であった
であった,。
。,おれは
おれは,前
前,に
に,云
云,う
う,通
通,りあまり
りあまり,度胸
度胸,の
の,据
据,（
（,すわ
すわ,）
）,った
った,男
男,ではないのだが
ではないのだが,、
、,思
思,い
い,切
切,りはすこぶるいい
りはすこぶるいい,人間
人間,である
である,。
。,この
この,学校
学校,がいけなければすぐどっかへ
がいけなければすぐどっかへ,行
行,（
（,ゆ
ゆ,）
）,く
く,覚悟
覚悟,（
（,かくご
かくご,）
）,でいたから
でいたから,、
、,狸
狸,（
（,たぬき
たぬき,）
）,も
も,赤
赤,シャツ
シャツ,も
も,、
、,ちっとも
ちっとも,恐
恐,（
（,おそろ
おそろ,）
）,しくはなかった
しくはなかった,。
。,まして
まして,教場
教場,の
の,小僧
小僧,（
（,こぞう
こぞう,）
）,共
共,なんかには
なんかには,愛嬌
愛嬌,（
（,あいきょう
あいきょう,）
）,もお
もお,世辞
世辞,も
も,使
使,う
う,気
気,になれなかった
になれなかった,。
。,学校
学校,はそれでいいのだが
はそれでいいのだが,下宿
下宿,の
の,方
方,はそうはいかなかった
はそうはいかなかった,。
。,亭主
亭主,が
が,茶
茶,を
を,飲
飲,みに
みに,来
来,るだけなら
るだけなら,我慢
我慢,もするが
もするが,、
、,いろいろな
いろいろな,者
者,を
を,持
持,ってくる
ってくる,。
。,始
始,めに
めに,持
持,って
って,来
来,たのは
たのは,何
何,でも
でも,印材
印材,で
で,、
、,十
十,（
（,とお
とお,）
）,ばかり
ばかり,並
並,（
（,なら
なら,）
）,べておいて
べておいて,、
、,みんなで
みんなで,三円
三円,なら
なら,安
安,い
い,物
物,だお
だお,買
買,いなさいと
いなさいと,云
云,う
う,。
。,田舎巡
田舎巡,（
（,いなかまわ
いなかまわ,）
）,りの
りの,ヘボ
ヘボ,絵師
絵師,じゃあるまいし
じゃあるまいし,、
、,そんなものは
そんなものは,入
入,らないと
らないと,云
云,ったら
ったら,、
、,今度
今度,は
は,華山
華山,（
（,かざん
かざん,）
）,とか
とか,何
何,とか
とか,云
云,う
う,男
男,の
の,花鳥
花鳥,の
の,掛物
掛物,（
（,かけもの
かけもの,）
）,をもって
をもって,来
来,た
た,。
。,自分
自分,で
で,床
床,（
（,とこ
とこ,）
）,の
の,間
間,（
（,ま
ま,）
）,へかけて
へかけて,、
、,いい
いい,出来
出来,じゃありませんかと
じゃありませんかと,云
云,うから
うから,、
、,そうかなと
そうかなと,好加減
好加減,（
（,いいかげん
いいかげん,）
）,に
に,挨拶
挨拶,（
（,あいさつ
あいさつ,）
）,をすると
をすると,、
、,華山
華山,には
には,二人
二人,（
（,ふたり
ふたり,）
）,ある
ある,、
、,一人
一人,は
は,何
何,とか
とか,華山
華山,で
で,、
、,一人
一人,は
は,何
何,とか
とか,華山
華山,ですが
ですが,、
、,この
この,幅
幅,（
（,ふく
ふく,）
）,はその
はその,何
何,とか
とか,華山
華山,の
の,方
方,だと
だと,、
、,くだらない
くだらない,講釈
講釈,をしたあとで
をしたあとで,、
、,どうです
どうです,、
、,あなたなら
あなたなら,十五円
十五円,にしておきます
にしておきます,。
。,お
お,買
買,いなさいと
いなさいと,催促
催促,（
（,さいそく
さいそく,）
）,をする
をする,。
。,金
金,がないと
がないと,断
断,わると
わると,、
、,金
金,なんか
なんか,、
、,いつでもようございますとなかなか
いつでもようございますとなかなか,頑固
頑固,（
（,がんこ
がんこ,）
）,だ
だ,。
。,金
金,があつても
があつても,買
買,わないんだと
わないんだと,、
、,その
その,時
時,は
は,追
追,っ
っ,払
払,（
（,ぱら
ぱら,）
）,っちまった
っちまった,。
。,その
その,次
次,には
には,鬼瓦
鬼瓦,（
（,おにがわら
おにがわら,）
）,ぐらいな
ぐらいな,大硯
大硯,（
（,おおすずり
おおすずり,）
）,を
を,担
担,ぎ
ぎ,込
込,んだ
んだ,。
。,これは
これは,端渓
端渓,（
（,たんけい
たんけい,）
）,です
です,、
、,端渓
端渓,ですと
ですと,二遍
二遍,（
（,へん
へん,）
）,も
も,三遍
三遍,も
も,端渓
端渓,がるから
がるから,、
、,面白半分
面白半分,に
に,端渓
端渓,た
た,何
何,だいと
だいと,聞
聞,いたら
いたら,、
、,すぐ
すぐ,講釈
講釈,を
を,始
始,め
め,出
出,した
した,。
。,端渓
端渓,には
には,上層中層下層
上層中層下層,とあって
とあって,、
、,今時
